route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id,wheelchair_accessible,bikes_allowed
100162,80518,347461007,"University District","LOCAL",1,7424195,30271008,0,101,1,1
100162,80518,347463287,"University District Bellevue","LOCAL",1,7424139,30271003,0,101,1,1
100162,80518,347463297,"University District Bellevue","LOCAL",1,7424145,30271003,0,101,1,1
100137,80518,347464337,"Eastgate P&R","LOCAL",1,7424189,20246003,0,101,1,1
100136,80518,347465657,"Factoria Crossroads","LOCAL",1,7424181,20245007,0,101,1,1
100133,80518,347468067,"Bellevue Transit Center","LOCAL",0,7424150,11240002,0,101,1,1
100133,80518,347468077,"Bellevue Transit Center","LOCAL",0,7424148,11240002,0,101,1,1
100133,80518,347468087,"Bellevue Transit Center","LOCAL",0,7424152,11240002,0,101,1,1
100133,80518,347468097,"Bellevue Transit Center","LOCAL",0,7424153,11240002,0,101,1,1
102548,20528,347619647,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347619657,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347619677,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347619697,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347619717,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347619727,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347619757,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347619777,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347619787,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347619797,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347619807,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347619817,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347619867,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347619887,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347619917,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347619927,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347619967,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347619987,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347619997,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620007,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620017,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347620057,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620117,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347620127,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620157,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620187,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620207,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620217,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620237,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620277,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347620287,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620307,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620327,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347620347,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620377,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620387,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620397,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620407,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620417,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620447,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620457,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620497,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347620517,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347620527,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620557,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620567,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347620577,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347620597,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620617,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620627,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620687,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620707,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620717,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620737,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347620747,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620777,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620807,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620827,"Bellevue Transit Center Crossroads","LOCAL",1,7424259,30672003,0,101,1,1
102548,20528,347620837,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347620867,"Bellevue Transit Center Crossroads","LOCAL",1,7424256,30672003,0,101,1,1
102548,20528,347620877,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620917,"Bellevue Transit Center Crossroads","LOCAL",1,7424263,30672003,0,101,1,1
102548,20528,347620927,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347620937,"Bellevue Transit Center Crossroads","LOCAL",1,7424262,30672003,0,101,1,1
102548,20528,347620967,"Bellevue Transit Center Crossroads","LOCAL",1,7424260,30672003,0,101,1,1
102548,20528,347620987,"Bellevue Transit Center Crossroads","LOCAL",1,7424257,30672003,0,101,1,1
102548,20528,347620997,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
102548,20528,347621007,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347621037,"Bellevue Transit Center Crossroads","LOCAL",1,7424258,30672003,0,101,1,1
102548,20528,347621057,"Bellevue Transit Center Crossroads","LOCAL",1,7424261,30672003,0,101,1,1
100236,18999,347630497,"Redmond","EXPRESS",0,7448970,41545006,0,501,1,1
100236,18999,347630507,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347630537,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347630557,"Redmond","EXPRESS",0,7448972,41545006,0,501,1,1
100236,18999,347630577,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347630587,"Downtown Seattle","EXPRESS",1,7448970,30545007,0,501,1,1
100236,18999,347630617,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347630627,"Downtown Seattle","EXPRESS",1,7448972,30545007,0,501,1,1
100236,18999,347630657,"Redmond","EXPRESS",0,7448970,41545006,0,501,1,1
100236,18999,347630667,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347630697,"Redmond","EXPRESS",0,7448972,41545006,0,501,1,1
100236,18999,347630707,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347630717,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347630747,"Downtown Seattle","EXPRESS",1,7448970,30545007,0,501,1,1
100236,18999,347630757,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347630787,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347630797,"Downtown Seattle","EXPRESS",1,7448972,30545007,0,501,1,1
100236,18999,347630807,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347630837,"Redmond","EXPRESS",0,7448970,41545006,0,501,1,1
100236,18999,347630867,"Redmond","EXPRESS",0,7448972,41545006,0,501,1,1
100236,18999,347630877,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347630887,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347630917,"Downtown Seattle","EXPRESS",1,7448970,30545007,0,501,1,1
100236,18999,347630927,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347630937,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347630987,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347630997,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347631007,"Redmond","EXPRESS",0,7448970,41545006,0,501,1,1
100236,18999,347631017,"Downtown Seattle","EXPRESS",1,7448972,30545007,0,501,1,1
100236,18999,347631027,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347631037,"Redmond","EXPRESS",0,7448972,41545006,0,501,1,1
100236,18999,347631047,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347631057,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347631067,"Downtown Seattle","EXPRESS",1,7448975,30545007,0,501,1,1
100236,18999,347631157,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347631167,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347631177,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347631187,"Downtown Seattle","EXPRESS",1,7448972,30545007,0,501,1,1
100236,18999,347631197,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347631207,"Redmond","EXPRESS",0,7448975,41545006,0,501,1,1
100236,18999,347631367,"Redmond","EXPRESS",0,7448972,41545006,0,501,1,1
100236,18999,347631377,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347631387,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347631397,"Downtown Seattle","EXPRESS",1,7448972,30545007,0,501,1,1
100236,18999,347631407,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347631417,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347631427,"Redmond","EXPRESS",0,7448975,41545006,0,501,1,1
100236,18999,347631437,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347631447,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347631457,"Downtown Seattle","EXPRESS",1,7448975,30545007,0,501,1,1
100236,18999,347631467,"Redmond","EXPRESS",0,7448971,41545006,0,501,1,1
100236,18999,347631737,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347631747,"Downtown Seattle","EXPRESS",1,7448975,30545007,0,501,1,1
100236,18999,347631757,"Downtown Seattle","EXPRESS",1,7448973,30545007,0,501,1,1
100236,18999,347631767,"Downtown Seattle","EXPRESS",1,7448971,30545007,0,501,1,1
100236,18999,347631777,"Redmond","EXPRESS",0,7448973,41545006,0,501,1,1
100236,18999,347631787,"Redmond","EXPRESS",0,7448975,41545006,0,501,1,1
100236,18999,347631797,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347632027,"Downtown Seattle","EXPRESS",1,7448975,30545007,0,501,1,1
100236,18999,347632037,"Downtown Seattle","EXPRESS",1,7448974,30545007,0,501,1,1
100236,18999,347632047,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,18999,347632057,"Redmond","EXPRESS",0,7448975,41545006,0,501,1,1
100236,18999,347632617,"Redmond","EXPRESS",0,7448974,41545006,0,501,1,1
100236,80518,350247087,"Downtown Seattle","EXPRESS",1,7424360,30545007,0,501,1,1
100236,80518,350247177,"Downtown Seattle","EXPRESS",1,7424373,30545007,0,501,1,1
100236,80518,350247187,"Downtown Seattle","EXPRESS",1,7424328,30545007,0,501,1,1
100236,80518,350247357,"Downtown Seattle","EXPRESS",1,7424372,30545007,0,501,1,1
100236,80518,350247557,"Downtown Seattle","EXPRESS",1,7424372,30545007,0,501,1,1
100236,80518,350247567,"Downtown Seattle","EXPRESS",1,7424368,30545007,0,501,1,1
100481,20528,350885627,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885637,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885647,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885657,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885667,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885677,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885687,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885697,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885707,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885717,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885727,"Seacrest Marina","LOCAL",1,7427009,20775004,0,300,1,1
100481,20528,350885737,"Seacrest Marina","LOCAL",1,7427010,20775004,0,300,1,1
100481,20528,350885747,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885757,"Seacrest Marina","LOCAL",1,7427013,20775004,0,300,1,1
100481,20528,350885767,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885777,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885787,"Seacrest Marina","LOCAL",1,7427013,20775004,0,300,1,1
100481,20528,350885797,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885807,"Seacrest Marina","LOCAL",1,7427013,20775004,0,300,1,1
100481,20528,350885817,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885827,"Seacrest Marina","LOCAL",1,7427013,20775004,0,300,1,1
100481,20528,350885837,"Seacrest Marina","LOCAL",1,7427012,20775004,0,300,1,1
100481,20528,350885847,"Seacrest Marina","LOCAL",1,7427013,20775004,0,300,1,1
100272,20528,350886057,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886287,"Alaska Junction","LOCAL",1,7427009,20773002,0,300,1,1
100272,20528,350886297,"Alaska Junction","LOCAL",1,7427010,20773002,0,300,1,1
100272,20528,350886307,"Alaska Junction","LOCAL",1,7427009,20773002,0,300,1,1
100272,20528,350886317,"Alaska Junction","LOCAL",1,7427010,20773002,0,300,1,1
100272,20528,350886327,"Alaska Junction","LOCAL",1,7427009,20773002,0,300,1,1
100272,20528,350886337,"Alaska Junction","LOCAL",1,7427010,20773002,0,300,1,1
100272,20528,350886347,"Alaska Junction","LOCAL",1,7427009,20773002,0,300,1,1
100272,20528,350886357,"Alaska Junction","LOCAL",1,7427010,20773002,0,300,1,1
100272,20528,350886367,"Alaska Junction","LOCAL",1,7427009,20773002,0,300,1,1
100272,20528,350886377,"Alaska Junction","LOCAL",1,7427010,20773002,0,300,1,1
100272,20528,350886387,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100272,20528,350886397,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886407,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100272,20528,350886417,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886427,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100272,20528,350886437,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886447,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100272,20528,350886457,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886467,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100272,20528,350886477,"Alaska Junction","LOCAL",1,7427013,20773002,0,300,1,1
100272,20528,350886487,"Alaska Junction","LOCAL",1,7427012,20773002,0,300,1,1
100481,17706,350897837,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897847,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897857,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897867,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897877,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897887,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897897,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897907,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897917,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897927,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897937,"Seacrest Marina","LOCAL",1,7451042,20775004,0,300,1,1
100481,17706,350897947,"Seacrest Marina","LOCAL",1,7451043,20775004,0,300,1,1
100481,17706,350897957,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350897967,"Seacrest Marina","LOCAL",1,7451045,20775004,0,300,1,1
100481,17706,350897977,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350897987,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350897997,"Seacrest Marina","LOCAL",1,7451045,20775004,0,300,1,1
100481,17706,350898007,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350898017,"Seacrest Marina","LOCAL",1,7451045,20775004,0,300,1,1
100481,17706,350898027,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350898037,"Seacrest Marina","LOCAL",1,7451045,20775004,0,300,1,1
100481,17706,350898047,"Seacrest Marina","LOCAL",1,7451044,20775004,0,300,1,1
100481,17706,350898057,"Seacrest Marina","LOCAL",1,7451045,20775004,0,300,1,1
100272,17706,350898267,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898497,"Alaska Junction","LOCAL",1,7451042,20773002,0,300,1,1
100272,17706,350898507,"Alaska Junction","LOCAL",1,7451043,20773002,0,300,1,1
100272,17706,350898517,"Alaska Junction","LOCAL",1,7451042,20773002,0,300,1,1
100272,17706,350898527,"Alaska Junction","LOCAL",1,7451043,20773002,0,300,1,1
100272,17706,350898537,"Alaska Junction","LOCAL",1,7451042,20773002,0,300,1,1
100272,17706,350898547,"Alaska Junction","LOCAL",1,7451043,20773002,0,300,1,1
100272,17706,350898557,"Alaska Junction","LOCAL",1,7451042,20773002,0,300,1,1
100272,17706,350898567,"Alaska Junction","LOCAL",1,7451043,20773002,0,300,1,1
100272,17706,350898577,"Alaska Junction","LOCAL",1,7451042,20773002,0,300,1,1
100272,17706,350898587,"Alaska Junction","LOCAL",1,7451043,20773002,0,300,1,1
100272,17706,350898597,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100272,17706,350898607,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898617,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100272,17706,350898627,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898637,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100272,17706,350898647,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898657,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100272,17706,350898667,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898677,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100272,17706,350898687,"Alaska Junction","LOCAL",1,7451045,20773002,0,300,1,1
100272,17706,350898697,"Alaska Junction","LOCAL",1,7451044,20773002,0,300,1,1
100336,17706,350898797,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898807,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898817,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898827,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898837,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898847,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898857,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898867,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898877,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898887,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898897,"West Seattle Water Taxi","LOCAL",0,7451046,31973002,0,700,1,1
100336,17706,350898947,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350898957,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350898967,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350898987,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899027,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899037,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899047,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899057,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899067,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899077,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100336,17706,350899087,"Downtown Seattle Water Taxi","LOCAL",1,7451046,40973001,0,700,1,1
100236,20528,353312257,"Redmond","EXPRESS",0,7424213,41545006,0,501,1,1
100236,20528,353312277,"Downtown Seattle","EXPRESS",1,7424213,30545007,0,501,1,1
100236,20528,353312287,"Redmond","EXPRESS",0,7424213,41545006,0,501,1,1
100236,20528,353312327,"Redmond","EXPRESS",0,7424215,41545006,0,501,1,1
100236,20528,353312337,"Downtown Seattle","EXPRESS",1,7424214,30545007,0,501,1,1
100236,20528,353312347,"Redmond","EXPRESS",0,7424215,41545006,0,501,1,1
100236,20528,353312357,"Redmond","EXPRESS",0,7424214,41545006,0,501,1,1
100236,20528,353312367,"Downtown Seattle","EXPRESS",1,7424215,30545007,0,501,1,1
100236,20528,353312377,"Redmond","EXPRESS",0,7424214,41545006,0,501,1,1
100236,20528,353312387,"Downtown Seattle","EXPRESS",1,7424213,30545007,0,501,1,1
100236,20528,353312427,"Downtown Seattle","EXPRESS",1,7424214,30545007,0,501,1,1
100236,20528,353312437,"Redmond","EXPRESS",0,7424216,41545006,0,501,1,1
100236,20528,353312447,"Downtown Seattle","EXPRESS",1,7424216,30545007,0,501,1,1
100236,20528,353312457,"Downtown Seattle","EXPRESS",1,7424216,30545007,0,501,1,1
100236,20528,353312487,"Downtown Seattle","EXPRESS",1,7424214,30545007,0,501,1,1
100236,20528,353312507,"Redmond","EXPRESS",0,7424216,41545006,0,501,1,1
100236,20528,353312517,"Redmond","EXPRESS",0,7424213,41545006,0,501,1,1
100236,20528,353312527,"Downtown Seattle","EXPRESS",1,7424215,30545007,0,501,1,1
100236,20528,353312557,"Redmond","EXPRESS",0,7424217,41545006,0,501,1,1
100236,20528,353312567,"Downtown Seattle","EXPRESS",1,7424217,30545007,0,501,1,1
100236,20528,353312587,"Downtown Seattle","EXPRESS",1,7424216,30545007,0,501,1,1
100236,20528,353312597,"Redmond","EXPRESS",0,7424214,41545006,0,501,1,1
100236,20528,353312617,"Redmond","EXPRESS",0,7424215,41545006,0,501,1,1
100236,20528,353312637,"Downtown Seattle","EXPRESS",1,7424213,30545007,0,501,1,1
100236,20528,353312657,"Redmond","EXPRESS",0,7424217,41545006,0,501,1,1
100236,20528,353312687,"Downtown Seattle","EXPRESS",1,7424215,30545007,0,501,1,1
100236,20528,353312707,"Redmond","EXPRESS",0,7424216,41545006,0,501,1,1
100236,20528,353312717,"Downtown Seattle","EXPRESS",1,7424217,30545007,0,501,1,1
100236,20528,353312727,"Downtown Seattle","EXPRESS",1,7424214,30545007,0,501,1,1
100236,20528,353312737,"Redmond","EXPRESS",0,7424213,41545006,0,501,1,1
100236,20528,353312787,"Redmond","EXPRESS",0,7424217,41545006,0,501,1,1
100236,20528,353312807,"Downtown Seattle","EXPRESS",1,7424216,30545007,0,501,1,1
100236,20528,353312827,"Redmond","EXPRESS",0,7424214,41545006,0,501,1,1
100236,20528,353312837,"Redmond","EXPRESS",0,7424215,41545006,0,501,1,1
100236,20528,353312847,"Downtown Seattle","EXPRESS",1,7424218,30545007,0,501,1,1
100236,20528,353312857,"Downtown Seattle","EXPRESS",1,7424219,30545007,0,501,1,1
100236,20528,353312867,"Redmond","EXPRESS",0,7424216,41545006,0,501,1,1
100236,20528,353312917,"Downtown Seattle","EXPRESS",1,7424217,30545007,0,501,1,1
100236,20528,353312927,"Downtown Seattle","EXPRESS",1,7424214,30545007,0,501,1,1
100236,20528,353312937,"Redmond","EXPRESS",0,7424218,41545006,0,501,1,1
100236,20528,353312957,"Redmond","EXPRESS",0,7424219,41545006,0,501,1,1
100236,20528,353312977,"Downtown Seattle","EXPRESS",1,7424218,30545007,0,501,1,1
100236,20528,353312987,"Redmond","EXPRESS",0,7424214,41545006,0,501,1,1
100236,20528,353313027,"Downtown Seattle","EXPRESS",1,7424216,30545007,0,501,1,1
100236,20528,353313077,"Downtown Seattle","EXPRESS",1,7424219,30545007,0,501,1,1
100236,20528,353313097,"Redmond","EXPRESS",0,7424216,41545006,0,501,1,1
